School year,District,Regular instruction (per student),Regular Instruction,Other instruction (per student),Other Instruction,Transp & Buses (per student),Transp & Buses,Debt Service (per student),Debt Service,Facilities Maintenance (per student),Facilities Maintenance,School Admin (per student),School Admin,Special Ed Instruction (per student),Special Ed Instruction,Student & Staff support (per student),Student & Staff support,System Admin (per student),System Admin,Vocational Ed Instruction (per student),Vocational Ed Instruction,All Other (per student),All Other,Total expenses per pupil
2012-13,RSU 18,"$4,822","$14,936,243",$196,"$606,064",$668,"$2,068,800",$387,"$1,199,833",$923,"$2,859,907",$550,"$1,704,799","$1,108","$3,430,968",$978,"$3,027,991",$183,"$567,371",$178,"$552,045",,,"$9,993"
2013-14,RSU 18,"$4,781","$14,688,173",$205,"$630,175",$682,"$2,095,333",$379,"$1,163,489","$1,003","$3,082,081",$579,"$1,777,084","$1,146","$3,521,367","$1,072","$3,293,957",$236,"$725,684",$155,"$474,951",$8,"$25,000","$10,246"
2014-15,RSU 18,"$5,137","$15,361,147",$215,"$644,329",$744,"$2,225,468",$379,"$1,132,291","$1,104","$3,302,147",$617,"$1,845,541","$1,281","$3,830,160","$1,216","$3,635,110",$267,"$798,312",$173,"$516,306",,,"$11,133"
2009-10,RSU 19,"$3,623","$8,663,974",$276,"$658,944",$861,"$2,058,556",$427,"$1,021,906","$1,139","$2,723,386",$482,"$1,152,616","$1,217","$2,910,044",$490,"$1,172,184",$446,"$1,066,517",$86,"$206,064",,,"$9,047"
2010-11,RSU 19,"$3,693","$8,566,809",$236,"$547,659",$890,"$2,063,441",$428,"$992,642","$1,112","$2,578,980",$494,"$1,145,587","$1,227","$2,846,734",$695,"$1,612,345",$281,"$651,698",$81,"$187,733",,,"$9,137"
2011-12,RSU 19,"$3,959","$9,039,441",$255,"$581,994","$1,014","$2,315,787",$422,"$962,579","$1,251","$2,856,485",$579,"$1,322,014","$1,365","$3,116,262",$667,"$1,522,727",$318,"$725,135",$93,"$213,094",,,"$9,923"
2012-13,RSU 19,"$4,042","$9,074,657",$190,"$427,085",$895,"$2,010,088",$474,"$1,063,397",$941,"$2,113,242",$569,"$1,276,556","$1,259","$2,826,531",$605,"$1,359,156",$341,"$764,938",$88,"$198,118",,,"$9,404"
2013-14,RSU 19,"$3,845","$8,356,688",$247,"$537,056",$893,"$1,939,951",$617,"$1,341,529","$1,089","$2,367,425",$576,"$1,252,560","$1,323","$2,875,129",$733,"$1,592,714",$325,"$706,031",$103,"$222,919",,,"$9,751"
2014-15,RSU 19,"$3,994","$8,579,397",$240,"$514,611",$983,"$2,111,832",$626,"$1,344,536","$1,139","$2,445,787",$589,"$1,264,581","$1,434","$3,079,851",$734,"$1,576,486",$358,"$769,795",$111,"$238,982",,,"$10,208"
2009-10,RSU 20,"$4,355","$11,260,777",$319,"$824,916",$908,"$2,348,615","$1,132","$2,927,817","$1,424","$3,681,967",$687,"$1,775,954","$1,961","$5,071,565",$883,"$2,282,185",$247,"$639,193",$399,"$1,031,011",,,"$12,315"
2010-11,RSU 20,"$4,077","$10,523,658",$149,"$384,195",$952,"$2,457,063","$1,041","$2,687,467","$1,255","$3,238,996",$682,"$1,759,257","$1,758","$4,537,511",$814,"$2,099,828",$275,"$710,551",$445,"$1,147,235",,,"$11,448"
2011-12,RSU 20,"$4,440","$11,102,909",$169,"$422,865",$957,"$2,393,838",$935,"$2,336,630","$1,388","$3,469,756",$693,"$1,733,011","$2,056","$5,142,119",$867,"$2,168,944",$298,"$744,337",$459,"$1,146,498",$82,"$205,270","$12,344"
2012-13,RSU 20,"$4,711","$11,498,297",$198,"$482,234",$925,"$2,257,481",$918,"$2,240,411","$1,431","$3,492,810",$746,"$1,819,947","$2,238","$5,460,534",$939,"$2,291,376",$286,"$697,736",$487,"$1,189,196",$29,"$70,000","$12,908"
2013-14,RSU 20,"$5,346","$12,319,266",$135,"$311,243",$912,"$2,102,395",$691,"$1,591,949","$1,458","$3,360,303",$736,"$1,695,137","$2,534","$5,839,229","$1,119","$2,579,225",$250,"$576,993",$494,"$1,137,616",$109,"$252,000","$13,784"
2014-15,RSU 20,"$5,526","$12,364,406",$244,"$546,496",$949,"$2,122,526",$697,"$1,560,437","$1,600","$3,579,879",$767,"$1,715,652","$2,792","$6,247,309","$1,187","$2,655,071",$274,"$612,326",$500,"$1,118,361",$108,"$242,000","$14,644"
2009-10,RSU 21,"$5,267","$14,614,833",$312,"$867,072",$677,"$1,878,754",$980,"$2,718,657","$1,214","$3,369,351",$536,"$1,488,603","$1,870","$5,188,170",$764,"$2,120,449",$536,"$1,486,175",$13,"$36,707",,$275,"$12,169"
2010-11,RSU 21,"$5,627","$15,154,059",$277,"$745,364",$795,"$2,140,907",$930,"$2,505,525","$1,299","$3,497,423",$538,"$1,448,247","$1,879","$5,060,135",$954,"$2,570,344",$353,"$950,060",$16,"$42,679",$11,"$29,891","$12,679"
2011-12,RSU 21,"$5,416","$14,359,299",$275,"$730,071",$826,"$2,190,250",$988,"$2,619,251","$1,307","$3,466,282",$602,"$1,594,849","$1,912","$5,070,612",$979,"$2,596,384",$333,"$883,531",$14,"$38,052",$12,"$30,970","$12,664"
2012-13,RSU 21,"$5,674","$14,992,359",$285,"$753,447",$821,"$2,169,132",$965,"$2,551,085","$1,295","$3,422,132",$603,"$1,592,906","$2,015","$5,324,080","$1,009","$2,667,199",$344,"$909,900",$15,"$39,435",$12,"$31,891","$13,038"
2013-14,RSU 21,"$5,886","$15,588,827",$365,"$965,644",$848,"$2,245,773",$909,"$2,407,961","$1,445","$3,827,953",$605,"$1,603,018","$2,177","$5,766,523","$1,050","$2,780,392",$248,"$656,179",$15,"$39,258",$37,"$98,812","$13,585"
2014-15,RSU 21,"$6,108","$15,892,709",$394,"$1,025,488",$914,"$2,379,245",$918,"$2,389,666","$1,551","$4,034,393",$657,"$1,709,244","$2,391","$6,220,091","$1,148","$2,987,601",$268,"$696,865",$16,"$41,010",$38,"$98,992","$14,403"
2013-14,RSU 22,"$4,209","$9,523,572",$284,"$643,269",$511,"$1,156,367","$2,034","$4,601,980","$1,355","$3,064,479",$533,"$1,204,941","$1,944","$4,398,372",$916,"$2,073,251",$361,"$816,640",$149,"$336,132",,,"$12,296"
2014-15,RSU 22,"$4,406","$9,840,855",$285,"$637,428",$509,"$1,137,668","$1,863","$4,160,322","$1,469","$3,280,902",$556,"$1,240,869","$1,992","$4,449,014",$936,"$2,089,590",$359,"$802,171",$132,"$295,164",,,"$12,507"
2003-04,RSU 22/MSAD 22,"$3,613","$8,288,941",$205,"$471,058",$320,"$734,912",$495,"$1,136,340","$1,300","$2,983,586",$353,"$810,987","$1,071","$2,457,226",$505,"$1,159,607",$221,"$505,846",$109,"$250,806",$19,"$43,084","$8,211"
2004-05,RSU 22/MSAD 22,"$3,767","$8,529,477",$197,"$446,242",$251,"$567,587",$489,"$1,108,265",$989,"$2,238,988",$387,"$877,033",$871,"$1,972,432",$533,"$1,206,154",$224,"$506,485",$130,"$293,342",$20,"$45,943","$7,858"
2005-06,RSU 22/MSAD 22,"$4,004","$9,026,162",$254,"$572,769",$345,"$776,636",$459,"$1,035,176",$996,"$2,244,363",$400,"$901,579","$1,274","$2,872,447",$548,"$1,235,511",$249,"$562,009",$148,"$332,565",$25,"$57,018","$8,702"
2006-07,RSU 22/MSAD 22,"$4,276","$9,448,152",$277,"$611,364",$407,"$899,128",$469,"$1,035,339","$1,084","$2,395,546",$434,"$958,256","$1,430","$3,159,527",$569,"$1,258,068",$282,"$623,697",$157,"$346,423",$31,"$69,186","$9,416"
2007-08,RSU 22/MSAD 22,"$4,126","$8,943,376",$342,"$740,434",$420,"$910,221",$438,"$948,248","$1,190","$2,578,741",$528,"$1,144,014","$1,820","$3,943,719",$898,"$1,946,391",$292,"$632,721",$158,"$343,445",$35,"$75,732","$10,247"
2008-09,RSU 22/MSAD 22,"$4,097","$8,879,339",$362,"$783,602",$423,"$916,141",$431,"$934,800","$1,252","$2,714,029",$521,"$1,129,770","$1,899","$4,116,872",$988,"$2,142,144",$286,"$619,509",$143,"$310,719",$19,"$41,768","$10,421"
2009-10,RSU 22/MSAD 22,"$4,212","$9,116,666",$355,"$767,975",$427,"$924,652",$416,"$899,453","$1,208","$2,614,630",$512,"$1,108,511","$1,980","$4,286,654",$985,"$2,131,028",$285,"$617,134",$152,"$328,648",,,"$10,532"
2010-11,RSU 22/MSAD 22,"$4,301","$9,219,868",$296,"$634,710",$466,"$999,721",$387,"$829,988","$1,190","$2,550,726",$503,"$1,078,475","$1,881","$4,031,364",$986,"$2,113,140",$298,"$638,555",$182,"$389,413",,,"$10,490"
2011-12,RSU 22/MSAD 22,"$4,173","$9,095,461",$270,"$588,549",$455,"$992,025","$1,445","$3,149,937","$1,291","$2,813,887",$519,"$1,131,244","$1,873","$4,081,306",$969,"$2,111,759",$322,"$702,652",$154,"$335,371",,,"$11,471"
2009-10,RSU 23,"$5,431","$22,445,392",$180,"$745,778",$392,"$1,620,431",$208,"$858,904",$903,"$3,733,719",$410,"$1,693,875","$1,581","$6,532,318",$562,"$2,323,212",$257,"$1,062,291",,,,,"$9,924"
2010-11,RSU 23,"$6,010","$24,358,022",$116,"$468,716",$433,"$1,756,477",$203,"$823,679",$854,"$3,460,549",$446,"$1,806,775","$1,586","$6,429,330",$502,"$2,035,271",$249,"$1,008,042",,,,,"$10,399"
2011-12,RSU 23,"$5,847","$23,614,412",$119,"$480,404",$447,"$1,806,180",$157,"$632,427",$810,"$3,269,956",$441,"$1,779,445","$1,707","$6,892,777",$543,"$2,192,135",$230,"$927,755",,,,,"$10,301"
2012-13,RSU 23,"$6,139","$24,786,826",$129,"$521,764",$442,"$1,785,234",$100,"$402,187",$803,"$3,243,248",$443,"$1,789,972","$1,856","$7,494,383",$532,"$2,146,702",$214,"$862,635",,,,,"$10,658"
2013-14,RSU 23,"$6,642","$26,148,200",$139,"$546,336",$443,"$1,742,903",$106,"$416,937",$835,"$3,287,261",$488,"$1,920,844","$2,021","$7,955,497",$601,"$2,364,808",$213,"$840,265",,,,,"$11,488"
2014-15,RSU 23,"$7,069","$5,379,157",,$283,$566,"$430,578",$62,"$47,001","$1,710","$1,301,629","$1,081","$822,702","$2,945","$2,241,423","$1,411","$1,073,705",$599,"$456,079",,,,,"$15,443"
2009-10,RSU 24,"$3,956","$10,184,797",$305,"$784,106",$726,"$1,869,218","$1,008","$2,594,640","$1,198","$3,084,467",$634,"$1,631,472","$1,913","$4,925,636",$884,"$2,275,709",$357,"$920,018",$141,"$362,066",,,"$11,122"
2010-11,RSU 24,"$3,901","$10,160,008",$260,"$676,050",$814,"$2,119,188","$1,485","$3,868,645","$1,229","$3,199,783",$641,"$1,668,335","$1,556","$4,052,449",$875,"$2,280,118",$331,"$862,812",$159,"$413,152",$78,"$204,289","$11,329"
2011-12,RSU 24,"$4,263","$11,010,039",$266,"$688,162",$623,"$1,610,099","$2,002","$5,170,227","$1,358","$3,506,945",$677,"$1,748,976","$1,761","$4,548,104",$899,"$2,322,745",$330,"$852,090",$153,"$394,039",$58,"$150,000","$12,390"
2012-13,RSU 24,"$4,426","$11,005,019",$270,"$671,072",$902,"$2,243,748","$2,015","$5,011,162","$1,413","$3,512,772",$698,"$1,736,066","$1,868","$4,644,546",$943,"$2,344,903",$387,"$961,428",$170,"$421,917",$60,"$150,000","$13,152"
2013-14,RSU 24,"$4,538","$11,380,294",$274,"$686,983",$827,"$2,074,932","$1,934","$4,850,731","$1,461","$3,663,106",$703,"$1,764,179","$1,870","$4,690,740",$970,"$2,433,569",$381,"$956,042",$184,"$461,548",,"$1,000","$13,142"
2014-15,RSU 24,"$5,393","$5,242,017",$222,"$215,365","$1,258","$1,222,828","$1,072","$1,042,075","$1,603","$1,558,269",$827,"$803,828","$1,710","$1,662,531","$1,399","$1,359,900",$319,"$310,513",$159,"$154,185",$309,"$300,000","$14,271"
2009-10,RSU 25,"$4,454","$5,241,861",$332,"$391,196",$728,"$856,806",$891,"$1,049,075","$1,232","$1,449,503",$555,"$653,621","$1,878","$2,210,721",$987,"$1,161,305",$316,"$372,017",$81,"$94,764",,,"$11,454"
2010-11,RSU 25,"$4,316","$4,963,828",$283,"$325,706",$777,"$893,212",$658,"$756,196","$1,445","$1,661,544",$546,"$628,182","$1,706","$1,961,839",$847,"$973,541",$322,"$369,852",$138,"$158,666",$22,"$25,000","$11,060"
2011-12,RSU 25,"$3,822","$4,362,834",$262,"$298,742",$742,"$846,535",$650,"$742,268","$1,358","$1,550,333",$471,"$537,917","$1,728","$1,971,998",$868,"$990,418",$311,"$355,444",$199,"$227,110",$35,"$40,000","$10,446"
2012-13,RSU 25,"$4,093","$4,541,465",$270,"$299,915",$863,"$957,971",$577,"$640,680","$1,340","$1,486,552",$484,"$536,703","$1,960","$2,174,117",$905,"$1,004,454",$335,"$371,223",$163,"$181,008",$36,"$40,000","$11,026"
2013-14,RSU 25,"$4,391","$4,766,512",$284,"$308,224",$901,"$977,524",$659,"$715,157","$1,378","$1,496,282",$560,"$608,035","$2,184","$2,370,281",$948,"$1,028,846",$339,"$368,128",$207,"$225,061",$96,"$103,643","$11,947"
2014-15,RSU 25,"$4,335","$4,693,007",$297,"$321,416",$923,"$998,897",$778,"$841,640","$1,346","$1,457,319",$594,"$642,799","$2,294","$2,482,897","$1,018","$1,102,379",$298,"$322,772",$180,"$194,749",$136,"$147,001","$12,199"
2009-10,RSU 26,"$5,751","$8,612,625",$333,"$499,140",$477,"$714,246",$343,"$513,713","$1,189","$1,780,173",$620,"$928,829","$1,861","$2,787,450",$747,"$1,118,418",$424,"$634,719",$153,"$228,647",,,"$11,898"
2010-11,RSU 26,"$6,249","$9,267,682",$358,"$531,561",$410,"$607,278",$317,"$469,318","$1,216","$1,803,899",$654,"$969,950","$1,937","$2,872,039",$805,"$1,193,620",$351,"$520,749",$135,"$200,031",$33,"$48,500","$12,465"
2011-12,RSU 26,"$5,887","$9,021,470",$357,"$547,704",$448,"$686,128",$319,"$488,288","$1,218","$1,866,966",$701,"$1,074,664","$2,109","$3,232,341",$877,"$1,344,552",$301,"$461,103",$113,"$172,839",$140,"$214,673","$12,470"
2012-13,RSU 26,"$5,650","$8,627,387",$344,"$525,678",$468,"$714,595",$505,"$771,495","$1,207","$1,843,119",$633,"$966,829","$2,162","$3,301,449",$910,"$1,389,045",$351,"$536,378",$114,"$173,487",$266,"$405,419","$12,610"
2013-14,RSU 26,"$4,458","$2,576,827",$711,"$410,959",$446,"$257,700",$734,"$424,502","$1,867","$1,078,924","$1,036","$598,860","$3,173","$1,833,924","$1,294","$747,851",$421,"$243,372",$125,"$72,103",$602,"$347,810","$14,867"
2014-15,RSU 26,"$4,571","$2,769,753",$764,"$462,978",$454,"$275,340",$687,"$416,323","$1,799","$1,090,226",$904,"$547,640","$2,830","$1,714,940","$1,419","$860,031",$473,"$286,352",$96,"$58,232",$447,"$271,097","$14,444"
2003-04,RSU 28/MSAD 28,"$3,880","$3,462,597",$73,"$64,840",$311,"$277,711",$416,"$370,972","$1,221","$1,089,971",$406,"$361,997","$1,689","$1,507,790",$751,"$669,982",$422,"$376,559",,,,,"$9,169"
2004-05,RSU 28/MSAD 28,"$4,172","$3,629,772",$113,"$98,233",$418,"$363,864",$309,"$268,668","$1,335","$1,161,524",$433,"$377,048","$1,723","$1,499,238",$765,"$665,858",$355,"$308,874",,,,,"$9,623"
2005-06,RSU 28/MSAD 28,"$4,492","$3,842,586",$108,"$92,274",$513,"$438,435",$728,"$622,792","$1,423","$1,217,605",$470,"$402,333","$1,824","$1,560,434",$847,"$724,629",$372,"$317,922",,,,,"$10,777"
2006-07,RSU 28/MSAD 28,"$4,603","$3,970,146",$94,"$80,937",$445,"$384,195",$599,"$516,535","$1,475","$1,272,080",$505,"$435,415","$1,920","$1,655,862",$913,"$787,758",$454,"$391,314",,,,,"$11,008"
2007-08,RSU 28/MSAD 28,"$5,192","$4,225,872",$115,"$93,831",$504,"$410,006",$774,"$630,314","$1,845","$1,502,137",$565,"$459,819","$2,692","$2,191,587","$1,004","$816,934",$488,"$397,230",,,,,"$13,179"
2008-09,RSU 28/MSAD 28,"$5,770","$4,416,955",$126,"$96,260",$515,"$393,976","$1,315","$1,006,393","$2,083","$1,594,821",$643,"$491,810","$2,673","$2,046,424","$1,102","$843,664",$594,"$454,834",,,,,"$14,821"
2009-10,RSU 28/MSAD 28,"$5,646","$4,177,994",$137,"$101,438",$629,"$465,667","$2,246","$1,661,659","$2,160","$1,598,701",$641,"$474,339","$2,683","$1,985,260","$1,233","$912,349",$455,"$336,769",,,$46,"$33,691","$15,876"
2010-11,RSU 28/MSAD 28,"$6,157","$4,460,717",$113,"$81,547",$662,"$479,326","$2,202","$1,595,372","$2,012","$1,457,438",$648,"$469,799","$2,135","$1,547,107","$1,162","$842,036",$374,"$271,222",,,$104,"$75,000","$15,569"
2011-12,RSU 28/MSAD 28,"$6,425","$4,571,406",$111,"$78,999",$624,"$443,610","$2,220","$1,579,259","$2,091","$1,487,431",$672,"$477,862","$2,165","$1,540,381","$1,116","$793,939",$484,"$344,219",,,$84,"$60,000","$15,992"
2012-13,RSU 28/MSAD 28,"$6,396","$4,646,358",$113,"$82,293",$520,"$377,495","$2,137","$1,552,803","$2,128","$1,545,847",$684,"$496,647","$2,168","$1,574,885","$1,128","$819,506",$432,"$313,873",,,$90,"$65,000","$15,796"
2013-14,RSU 28/MSAD 28,"$6,191","$4,630,780",$117,"$87,125",$494,"$369,257","$2,026","$1,515,312","$2,291","$1,713,864",$765,"$572,261","$2,042","$1,527,120",$944,"$705,814",$442,"$330,404",,,$87,"$65,000","$15,399"
2014-15,RSU 28/MSAD 28,"$6,365","$4,792,626",$114,"$85,850",$574,"$432,374","$1,963","$1,478,073","$2,011","$1,514,114",$818,"$615,920","$2,106","$1,585,485","$1,013","$762,394",$496,"$373,418",,,$86,"$65,027","$15,546"
2003-04,RSU 29/MSAD 29,"$3,080","$3,953,133",$122,"$156,567",$347,"$445,493",$270,"$345,856",$967,"$1,241,057",$283,"$363,305",$854,"$1,095,565",$288,"$369,636",$233,"$298,400",$379,"$486,820",,,"$6,823"
2004-05,RSU 29/MSAD 29,"$3,121","$4,128,646",$111,"$147,453",$360,"$476,178",$234,"$309,400",$938,"$1,241,122",$290,"$383,503",$985,"$1,302,453",$294,"$389,066",$238,"$314,415",$414,"$548,167",,,"$6,985"
2005-06,RSU 29/MSAD 29,"$3,327","$4,376,263",$121,"$159,194",$292,"$384,616",$243,"$320,133","$1,019","$1,340,947",$300,"$394,882","$1,017","$1,337,928",$335,"$440,536",$275,"$362,232",$428,"$562,449",$18,"$23,475","$7,375"
2006-07,RSU 29/MSAD 29,"$3,770","$4,939,018",,,$337,"$441,518",$234,"$307,001","$1,376","$1,802,918",$316,"$414,022","$1,141","$1,494,327",$349,"$456,923",$294,"$385,270",$443,"$580,622",$18,"$24,000","$8,278"
2007-08,RSU 29/MSAD 29,"$3,398","$4,481,952",$113,"$148,565",$388,"$511,854",,,"$1,587","$2,093,285",$355,"$467,894","$1,206","$1,590,012",$572,"$754,352",$272,"$359,167",$442,"$582,412",$11,"$14,199","$8,344"
2008-09,RSU 29/MSAD 29,"$3,542","$4,553,670",$133,"$171,369",$340,"$437,104",$218,"$279,651","$1,249","$1,605,571",$368,"$473,562","$1,242","$1,596,299",$683,"$877,894",$214,"$275,031",$446,"$572,793",$9,"$11,959","$8,444"
2009-10,RSU 29/MSAD 29,"$3,521","$4,645,793",$124,"$162,977",$372,"$490,894",$384,"$506,964","$1,084","$1,430,832",$359,"$474,133","$1,193","$1,574,289",$479,"$632,008",$261,"$344,150",$422,"$556,516",$9,"$12,000","$8,208"
2010-11,RSU 29/MSAD 29,"$3,793","$4,961,081",$145,"$189,193",$390,"$510,003",$372,"$486,258","$1,003","$1,312,155",$370,"$484,262","$1,151","$1,505,785",$571,"$746,833",$261,"$341,179",$435,"$568,418",$14,"$18,580","$8,505"
2011-12,RSU 29/MSAD 29,"$3,974","$5,194,496",$140,"$182,717",$545,"$711,905",$362,"$473,091",$986,"$1,288,871",$397,"$519,165","$1,131","$1,478,364",$690,"$901,183",$262,"$342,416",$440,"$575,502",$17,"$22,294","$8,944"
2012-13,RSU 29/MSAD 29,"$4,068","$5,467,958",$142,"$190,881",$405,"$544,586",$336,"$451,335",$978,"$1,314,759",$422,"$566,537","$1,186","$1,593,353",$738,"$992,088",$250,"$335,589",$435,"$584,774",$18,"$23,917","$8,978"
2013-14,RSU 29/MSAD 29,"$4,202","$5,672,539",$147,"$199,059",$451,"$608,652",$236,"$318,488",$847,"$1,143,360",$434,"$585,342","$1,243","$1,677,564",$869,"$1,173,051",$266,"$358,689",$432,"$582,594",$10,"$14,000","$9,137"
2014-15,RSU 29/MSAD 29,"$4,028","$5,473,648",$149,"$202,846",$394,"$536,002",$250,"$339,726",$925,"$1,256,422",$411,"$558,803","$1,236","$1,680,238",$824,"$1,120,280",$271,"$368,363",$523,"$710,567",$13,"$17,973","$9,024"
2003-04,RSU 30/MSAD 30,"$4,660","$1,407,455",$55,"$16,646",$446,"$134,624",$906,"$273,716",$777,"$234,493",$293,"$88,546","$1,518","$458,503",$298,"$90,036",$617,"$186,375",$350,"$105,683",$141,"$42,555","$10,061"
2004-05,RSU 30/MSAD 30,"$4,823","$1,429,985",$60,"$17,749",$506,"$149,877",$886,"$262,701",$856,"$253,772",$267,"$79,285","$1,767","$523,866",$211,"$62,457",$734,"$217,597",$381,"$113,059",,,"$10,491"
2005-06,RSU 30/MSAD 30,"$4,250","$1,232,541",$60,"$17,391",$588,"$170,429",$867,"$251,509",$972,"$281,917",$353,"$102,271","$1,886","$546,946",$474,"$137,468",$721,"$208,955",$416,"$120,680",-$90,,"$10,497"
2006-07,RSU 30/MSAD 30,"$4,719","$1,342,490",$67,"$19,099",$510,"$144,947",$844,"$240,141","$1,046","$297,541",$407,"$115,659","$1,702","$484,212",$230,"$65,411",$934,"$265,614",$443,"$125,890",$102,"$29,121","$11,004"
2007-08,RSU 30/MSAD 30,"$4,729","$1,345,301",$75,"$21,449",$648,"$184,307",$804,"$228,596","$1,081","$307,527",$477,"$135,594","$1,931","$549,220",$412,"$117,171",$611,"$173,726",$392,"$111,503",$111,"$31,586","$11,271"
2008-09,RSU 30/MSAD 30,"$4,965","$1,285,953",$106,"$27,389",$576,"$149,128",$838,"$216,964","$1,055","$273,330",$568,"$147,046","$2,060","$533,568",$318,"$82,329",$639,"$165,557",$542,"$140,287",$63,"$16,320","$11,730"
2009-10,RSU 30/MSAD 30,"$5,082","$1,275,650",$96,"$24,175",$799,"$200,540",$818,"$205,331","$1,394","$350,003",$561,"$140,732","$1,996","$500,900",$557,"$139,794",$680,"$170,742",$490,"$122,968",,,"$12,473"
2010-11,RSU 30/MSAD 30,"$5,239","$1,333,270",$102,"$25,836",$756,"$192,421",$761,"$193,699","$1,387","$353,034",$558,"$142,047","$1,719","$437,465",$505,"$128,587",$544,"$138,419",$503,"$127,932",,,"$12,074"
2011-12,RSU 30/MSAD 30,"$5,277","$1,335,167",$97,"$24,536",$839,"$212,163",$720,"$182,066","$1,249","$316,052",$583,"$147,535","$1,965","$497,054",$483,"$122,301",$569,"$143,879",$529,"$133,730",$106,"$26,765","$12,417"
2012-13,RSU 30/MSAD 30,"$5,033","$1,298,550",$98,"$25,146",$616,"$158,960",,,"$1,186","$305,920",$594,"$153,308","$1,749","$451,128",$463,"$119,561",$487,"$125,530",$498,"$128,512",$92,"$23,697","$10,816"
2013-14,RSU 30/MSAD 30,"$5,385","$1,410,795",$73,"$19,000",$653,"$170,963",,,"$1,311","$343,454",$616,"$161,346","$1,892","$495,750",$478,"$125,337",$511,"$133,859",$522,"$136,699",$117,"$30,522","$11,558"
2014-15,RSU 30/MSAD 30,"$5,943","$1,473,915",$66,"$16,244",$847,"$209,992",,,"$1,290","$319,947",$689,"$170,960","$1,730","$429,001",$484,"$120,059",$554,"$137,340",$577,"$143,170",$174,"$43,189","$12,354"
2003-04,RSU 31/MSAD 31,"$3,293","$2,290,132",$192,"$133,226",$522,"$363,257",$707,"$492,037","$1,098","$763,709",$367,"$255,467",$976,"$678,870",$476,"$330,748",$508,"$353,071",$354,"$245,845",$43,"$29,980","$8,536"
2004-05,RSU 31/MSAD 31,"$3,203","$2,128,443",$157,"$104,322",$548,"$363,870",$483,"$320,776","$1,204","$800,259",$506,"$336,469","$1,452","$964,963",$511,"$339,483",$500,"$332,268",$386,"$256,435",$31,"$20,500","$8,981"
2005-06,RSU 31/MSAD 31,"$4,148","$2,484,360",$187,"$111,877",$472,"$282,489",$798,"$477,939","$1,421","$850,968",$561,"$336,309","$1,096","$656,260",$391,"$234,395",$656,"$393,169",$419,"$250,768",,,"$10,149"
2006-07,RSU 31/MSAD 31,"$3,489","$2,069,115",$224,"$132,537",$522,"$309,310",$595,"$352,875","$1,510","$895,206",$448,"$265,874","$1,077","$638,550","$1,217","$721,912",$501,"$297,226",$440,"$260,695",,,"$10,023"
2007-08,RSU 31/MSAD 31,"$3,839","$2,203,501",$267,"$153,335",$585,"$335,722",$647,"$371,211","$1,729","$992,480",$676,"$388,029","$1,152","$661,136","$1,043","$598,780",$502,"$288,086",$484,"$277,819",,,"$10,924"
2008-09,RSU 31/MSAD 31,"$4,240","$2,349,183",$286,"$158,630",$706,"$390,855",$580,"$321,438","$2,131","$1,180,445",$718,"$397,508","$1,200","$664,722","$1,115","$617,542",$387,"$214,609",$528,"$292,676",$54,"$30,000","$11,945"
2009-10,RSU 31/MSAD 31,"$4,179","$2,310,876",$235,"$129,787",$693,"$382,931",$554,"$306,368","$1,771","$979,172",$689,"$380,828","$1,195","$660,769","$1,201","$664,055",$435,"$240,455",$550,"$304,391",,,"$11,502"
2010-11,RSU 31/MSAD 31,"$4,550","$2,472,928",$242,"$131,275",$903,"$490,567",$506,"$274,719","$1,897","$1,031,113",$695,"$377,475","$1,161","$631,207","$1,358","$738,035",$417,"$226,591",$594,"$322,868",$61,"$32,910","$12,384"
2011-12,RSU 31/MSAD 31,"$3,391","$1,795,548",$209,"$110,744",$924,"$489,435",$488,"$258,625","$1,571","$832,005",$681,"$360,740","$1,597","$845,633",$984,"$521,097",$491,"$260,089",$573,"$303,207",$47,"$25,000","$10,956"
2012-13,RSU 31/MSAD 31,"$4,284","$2,133,276",$257,"$128,005",$819,"$407,846","$1,023","$509,364","$1,760","$876,675",$661,"$328,975","$1,942","$966,960",$897,"$446,626",$408,"$203,267",$590,"$294,011",$50,"$25,000","$12,691"
